Exercice;Outre-mer;Code Insee 2024 Région;Nom 2024 Région;Code Insee 2024 Département;Nom 2024 Département;Code Siren 2024 EPCI;Nom 2024 EPCI;Strate population 2024;Commune rurale;Commune de montagne;Commune touristique;Tranche revenu par habitant;Présence QPV;Code Insee 2024 Commune;Nom 2024 Commune;Catégorie;Code Siren Collectivité;Code Insee Collectivité;Siret Budget;Libellé Budget;Type de budget;Nomenclature;Agrégat;Montant;Montant en millions;Population totale;Montant en € par habitant;Compte 2024 Disponible;code_type_budget;ordre_analyse1_section1;ordre_analyse1_section2;ordre_analyse1_section3;ordre_analyse2_section1;ordre_analyse2_section2;ordre_analyse2_section3;ordre_analyse3_section1;ordre_analyse3_section2;ordre_analyse3_section3;ordre_analyse4_section1;annee_join;Population totale du dernier exercice
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97134;Vieux-Habitants;Commune;219711348;97134;21971134800082;LOT ANSE LA BARQUE VIEUX HABITANTS;Budget annexe;M57;Concours de l'Etat;0.0;0.0;7191;0.0;1;3;;;;3;;;;;;;2024;7191
2024;Oui;01;Guadeloupe;971;Guadeloupe;200018653;Communauté d'agglomération Cap Excellence;9;Non;Oui;Non;1;Non;97101;Les Abymes;Commune;219711017;97101;21971101700018;ABYMES;Budget principal;M57;Autres dotations de fonctionnement;15201.86;0.015201860000000001;52586;0.2890856882059864;1;1;;;;;;;;;;;2024;52586
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;5;Non;Non;Non;1;Non;97102;Anse-Bertrand;Commune;219711025;97102;21971102500011;ANSE BERTRAND;Budget principal;M57;Autres dotations de fonctionnement;21392.0;0.021392;4107;5.208668127587046;1;1;;;;;;;;;;;2024;4107
2024;Oui;01;Guadeloupe;971;Guadeloupe;200018653;Communauté d'agglomération Cap Excellence;8;Non;Non;Non;2;Non;97103;Baie-Mahault;Commune;219711033;97103;21971103300015;BAIE MAHAULT;Budget principal;M57;Autres dotations de fonctionnement;238711.48;0.23871148;31370;7.60954670066943;1;1;;;;;;;;;;;2024;31370
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97104;Baillif;Commune;219711041;97104;21971104100018;BAILLIF;Budget principal;M57;Autres dotations de fonctionnement;163.0;0.000163;5127;0.03179247123073922;1;1;;;;;;;;;;;2024;5127
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Non;Non;0;Non;97105;Basse-Terre;Commune;219711058;97105;21971105800012;BASSE TERRE;Budget principal;M57;Autres dotations de fonctionnement;31457.48;0.03145748;9973;3.1542645141883083;1;1;;;;;;;;;;;2024;9973
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97106;Bouillante;Commune;219711066;97106;21971106600015;BOUILLANTE;Budget principal;M57;Autres dotations de fonctionnement;163.0;0.000163;6729;0.024223510179818695;1;1;;;;;;;;;;;2024;6729
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710047;Communauté de communes de Marie-Galante;4;Oui;Non;Non;0;Non;97108;Capesterre-de-Marie-Galante;Commune;219711082;97108;21971108200012;CAPESTERRE MARIE GALANTE;Budget principal;M57;Autres dotations de fonctionnement;333.0;0.000333;3226;0.10322380657160571;1;1;;;;;;;;;;;2024;3226
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;3;Oui;Non;Non;0;Non;97110;La Désirade;Commune;219711108;97110;21971110800015;DESIRADE LA;Budget principal;M57A;Autres dotations de fonctionnement;3613.59;0.0036135900000000003;1420;2.5447816901408453;1;1;;;;;;;;;;;2024;1420
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;5;Oui;Oui;Non;1;Non;97111;Deshaies;Commune;219711116;97111;21971111600018;DESHAIES;Budget principal;M57;Autres dotations de fonctionnement;14163.0;0.014163;3976;3.562122736418511;1;1;;;;;;;;;;;2024;3976
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710047;Communauté de communes de Marie-Galante;5;Non;Non;Non;1;Non;97112;Grand-Bourg;Commune;219711124;97112;21971112400012;GRAND BOURG;Budget principal;M57;Autres dotations de fonctionnement;1081.35;0.0010813499999999998;4813;0.2246727612715562;1;1;;;;;;;;;;;2024;4813
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;6;Non;Non;Non;1;Non;97114;Goyave;Commune;219711140;97114;21971114000018;GOYAVE;Budget principal;M57;Autres dotations de fonctionnement;163.0;0.000163;7780;0.020951156812339333;1;1;;;;;;;;;;;2024;7780
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;7;Non;Oui;Non;1;Non;97116;Morne-à-l'Eau;Commune;219711165;97116;21971116500015;MORNE A L EAU;Budget principal;M57;Autres dotations de fonctionnement;29427.73;0.02942773;16089;1.829058984399279;1;1;;;;;;;;;;;2024;16089
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;8;Non;Oui;Non;1;Non;97117;Le Moule;Commune;219711173;97117;21971117300019;LE MOULE;Budget principal;M57;Autres dotations de fonctionnement;23000.0;0.023;22949;1.0022223190552966;1;1;;;;;;;;;;;2024;22949
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;6;Non;Non;Non;0;Non;97119;Petit-Canal;Commune;219711199;97119;21971119900014;PETIT CANAL;Budget principal;M57;Autres dotations de fonctionnement;30597.75;0.03059775;8325;3.6754054054054053;1;1;;;;;;;;;;;2024;8325
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;6;Non;Oui;Non;0;Non;97121;Pointe-Noire;Commune;219711215;97121;21971121500018;POINTE NOIRE;Budget principal;M57;Autres dotations de fonctionnement;21675.59;0.02167559;6012;3.6053875582168997;1;1;;;;;;;;;;;2024;6012
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;6;Non;Non;Non;0;Non;97122;Port-Louis;Commune;219711223;97122;21971122300012;PORT LOUIS;Budget principal;M57;Autres dotations de fonctionnement;11910.09;0.01191009;5655;2.1061167108753316;1;1;;;;;;;;;;;2024;5655
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;7;Non;Oui;Non;2;Non;97124;Saint-Claude;Commune;219711249;97124;21971124900017;SAINT CLAUDE;Budget principal;M57;Autres dotations de fonctionnement;8632.66;0.00863266;10900;0.7919871559633027;1;1;;;;;;;;;;;2024;10900
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;7;Non;Non;Oui;2;Non;97125;Saint-François;Commune;219711256;97125;21971125600012;SAINT FRANCOIS;Budget principal;M57;Autres dotations de fonctionnement;52915.14;0.05291514;13150;4.023965019011407;1;1;;;;;;;;;;;2024;13150
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710047;Communauté de communes de Marie-Galante;4;Oui;Non;Non;0;Non;97126;Saint-Louis;Commune;219711264;97126;21971126400016;SAINT LOUIS;Budget principal;M57A;Autres dotations de fonctionnement;3398.0;0.003398;2561;1.3268254588051542;1;1;;;;;;;;;;;2024;2561
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;8;Non;Oui;Non;1;Non;97128;Sainte-Anne;Commune;219711280;97128;21971128000012;SAINTE ANNE;Budget principal;M57;Autres dotations de fonctionnement;150176.72;0.15017672;24518;6.125161921853333;1;1;;;;;;;;;;;2024;24518
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;3;Oui;Non;Non;0;Non;97130;Terre-de-Bas;Commune;219711306;97130;21971130600015;TERRE DE BAS;Budget principal;M57A;Autres dotations de fonctionnement;7520.0;0.00752;937;8.025613660618998;1;1;;;;;;;;;;;2024;937
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;3;Oui;Non;Non;1;Non;97131;Terre-de-Haut;Commune;219711314;97131;21971131400019;TERRE DE HAUT;Budget principal;M57A;Autres dotations de fonctionnement;20018.0;0.020018;1544;12.965025906735752;1;1;;;;;;;;;;;2024;1544
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97132;Trois-Rivières;Commune;219711322;97132;21971132200012;TROIS RIVIERES;Budget principal;M57;Autres dotations de fonctionnement;163.0;0.000163;7763;0.020997037227875822;1;1;;;;;;;;;;;2024;7763
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;3;Non;Oui;Non;1;Non;97133;Vieux-Fort;Commune;219711330;97133;21971133000015;VIEUX FORT;Budget principal;M57;Autres dotations de fonctionnement;3358.0;0.003358;1816;1.8491189427312775;1;1;;;;;;;;;;;2024;1816
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97134;Vieux-Habitants;Commune;219711348;97134;21971134800017;VIEUX HABITANTS;Budget principal;M57;Autres dotations de fonctionnement;163.0;0.000163;7191;0.02266722291753581;1;1;;;;;;;;;;;2024;7191
2024;Oui;01;Guadeloupe;971;Guadeloupe;200018653;Communauté d'agglomération Cap Excellence;9;Non;Oui;Non;1;Non;97101;Les Abymes;Commune;219711017;97101;21971101700018;ABYMES;Budget principal;M57;Autres dépenses de fonctionnement;1138762.69;1.1387626899999999;52586;21.65524455178184;1;1;;;;;6;;;;;;2024;52586
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;5;Non;Non;Non;1;Non;97102;Anse-Bertrand;Commune;219711025;97102;21971102500011;ANSE BERTRAND;Budget principal;M57;Autres dépenses de fonctionnement;175968.210000001;0.175968210000001;4107;42.845924032140495;1;1;;;;;6;;;;;;2024;4107
2024;Oui;01;Guadeloupe;971;Guadeloupe;200018653;Communauté d'agglomération Cap Excellence;8;Non;Non;Non;2;Non;97103;Baie-Mahault;Commune;219711033;97103;21971103300015;BAIE MAHAULT;Budget principal;M57;Autres dépenses de fonctionnement;877672.689999998;0.8776726899999979;31370;27.97809021357979;1;1;;;;;6;;;;;;2024;31370
2024;Oui;01;Guadeloupe;971;Guadeloupe;200018653;Communauté d'agglomération Cap Excellence;8;Non;Non;Non;2;Non;97103;Baie-Mahault;Commune;219711033;97103;21971103300122;LOT BLACHON PIKA BAIE MAHAULT;Budget annexe;M57;Autres dépenses de fonctionnement;0.0;0.0;31370;0.0;1;3;;;;;6;;;;;;2024;31370
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97104;Baillif;Commune;219711041;97104;21971104100018;BAILLIF;Budget principal;M57;Autres dépenses de fonctionnement;851215.890000001;0.851215890000001;5127;166.02611468695162;1;1;;;;;6;;;;;;2024;5127
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97104;Baillif;Commune;219711041;97104;21971104100067;CENTRE MUNICIPAL DE SANTE;Budget annexe;M4;Autres dépenses de fonctionnement;1.49000000004889;1.49000000004889e-06;5127;0.00029061829530893115;1;3;;;;;6;;;;;;2024;5127
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Non;Non;0;Non;97105;Basse-Terre;Commune;219711058;97105;21971105800012;BASSE TERRE;Budget principal;M57;Autres dépenses de fonctionnement;743404.07;0.74340407;9973;74.5416695076707;1;1;;;;;6;;;;;;2024;9973
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Non;Non;0;Non;97105;Basse-Terre;Commune;219711058;97105;21971105800228;BUDGET ANNEXE PARKINGS;Budget annexe;M4;Autres dépenses de fonctionnement;4982.0;0.004982;9973;0.4995487817106187;1;3;;;;;6;;;;;;2024;9973
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97106;Bouillante;Commune;219711066;97106;21971106600015;BOUILLANTE;Budget principal;M57;Autres dépenses de fonctionnement;454111.73;0.45411173;6729;67.48576757319067;1;1;;;;;6;;;;;;2024;6729
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97106;Bouillante;Commune;219711066;97106;21971106600114;PARASISMIQUE ECOLE DE PIGEON;Budget annexe;M57;Autres dépenses de fonctionnement;0.0;0.0;6729;0.0;1;3;;;;;6;;;;;;2024;6729
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97106;Bouillante;Commune;219711066;97106;21971106600122;HALTE LEGERE DE PLAISANCE;Budget annexe;M57;Autres dépenses de fonctionnement;0.0;0.0;6729;0.0;1;3;;;;;6;;;;;;2024;6729
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;7;Non;Oui;Non;0;Non;97107;Capesterre-Belle-Eau;Commune;219711074;97107;21971107400019;CAPESTERRE BELLE EAU;Budget principal;M57;Autres dépenses de fonctionnement;1437074.06;1.43707406;17888;80.33732446332738;1;1;;;;;6;;;;;;2024;17888
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710047;Communauté de communes de Marie-Galante;4;Oui;Non;Non;0;Non;97108;Capesterre-de-Marie-Galante;Commune;219711082;97108;21971108200012;CAPESTERRE MARIE GALANTE;Budget principal;M57;Autres dépenses de fonctionnement;129308.960000001;0.129308960000001;3226;40.08337259764445;1;1;;;;;6;;;;;;2024;3226
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710047;Communauté de communes de Marie-Galante;4;Oui;Non;Non;0;Non;97108;Capesterre-de-Marie-Galante;Commune;219711082;97108;21971108200079;LOT LES HAUTS DE BOREE CAPESTERRE;Budget annexe;M57;Autres dépenses de fonctionnement;0.0;0.0;3226;0.0;1;3;;;;;6;;;;;;2024;3226
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97109;Gourbeyre;Commune;219711090;97109;21971109000015;GOURBEYRE;Budget principal;M57;Autres dépenses de fonctionnement;238674.01;0.23867401000000002;7617;31.334384928449523;1;1;;;;;6;;;;;;2024;7617
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97109;Gourbeyre;Commune;219711090;97109;21971109000072;LOT DE GOURBEYRE;Budget annexe;M57;Autres dépenses de fonctionnement;0.0;0.0;7617;0.0;1;3;;;;;6;;;;;;2024;7617
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;3;Oui;Non;Non;0;Non;97110;La Désirade;Commune;219711108;97110;21971110800015;DESIRADE LA;Budget principal;M57A;Autres dépenses de fonctionnement;81940.29;0.08194029;1420;57.704429577464786;1;1;;;;;6;;;;;;2024;1420
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;3;Oui;Non;Non;0;Non;97110;La Désirade;Commune;219711108;97110;21971110800072;REGIE DES TRANSPORTS DE LA DESIRADE RTD;Budget annexe;M4;Autres dépenses de fonctionnement;0.0;0.0;1420;0.0;1;3;;;;;6;;;;;;2024;1420
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;5;Oui;Oui;Non;1;Non;97111;Deshaies;Commune;219711116;97111;21971111600018;DESHAIES;Budget principal;M57;Autres dépenses de fonctionnement;156980.72;0.15698072;3976;39.482072434607645;1;1;;;;;6;;;;;;2024;3976
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;5;Oui;Oui;Non;1;Non;97111;Deshaies;Commune;219711116;97111;21971111600083;PORT ET PLAISANCE;Budget annexe;M4;Autres dépenses de fonctionnement;0.0;0.0;3976;0.0;1;3;;;;;6;;;;;;2024;3976
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710047;Communauté de communes de Marie-Galante;5;Non;Non;Non;1;Non;97112;Grand-Bourg;Commune;219711124;97112;21971112400012;GRAND BOURG;Budget principal;M57;Autres dépenses de fonctionnement;622959.820000001;0.6229598200000009;4813;129.43274880531914;1;1;;;;;6;;;;;;2024;4813
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;8;Non;Oui;Oui;2;Non;97113;Le Gosier;Commune;219711132;97113;21971113200015;GOSIER LE;Budget principal;M57;Autres dépenses de fonctionnement;512145.699999996;0.512145699999996;27437;18.666242665014252;1;1;;;;;6;;;;;;2024;27437
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;8;Non;Oui;Oui;2;Non;97113;Le Gosier;Commune;219711132;97113;21971113200130;OFFICE DE TOURISME GOSIER;Budget annexe;M57;Autres dépenses de fonctionnement;0.0;0.0;27437;0.0;1;3;;;;;6;;;;;;2024;27437
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;8;Non;Oui;Oui;2;Non;97113;Le Gosier;Commune;219711132;97113;21971113200148;PALAIS DES SPORTS DU GOSIER;Budget annexe;M4;Autres dépenses de fonctionnement;0.0;0.0;27437;0.0;1;3;;;;;6;;;;;;2024;27437
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;8;Non;Oui;Oui;2;Non;97113;Le Gosier;Commune;219711132;97113;21971113200197;SPA PDSC GOSIER;Budget annexe;M57;Autres dépenses de fonctionnement;4700.0;0.0047;27437;0.17130152713489083;1;3;;;;;6;;;;;;2024;27437
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;6;Non;Non;Non;1;Non;97114;Goyave;Commune;219711140;97114;21971114000018;GOYAVE;Budget principal;M57;Autres dépenses de fonctionnement;164836.689999999;0.164836689999999;7780;21.18723521850887;1;1;;;;;6;;;;;;2024;7780
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;7;Non;Non;Non;1;Non;97115;Lamentin;Commune;219711157;97115;21971115700012;LAMENTIN;Budget principal;M57;Autres dépenses de fonctionnement;197201.749999996;0.197201749999996;18804;10.487223463092747;1;1;;;;;6;;;;;;2024;18804
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;7;Non;Oui;Non;1;Non;97116;Morne-à-l'Eau;Commune;219711165;97116;21971116500015;MORNE A L EAU;Budget principal;M57;Autres dépenses de fonctionnement;245675.430000003;0.245675430000003;16089;15.269776244639381;1;1;;;;;6;;;;;;2024;16089
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;7;Non;Oui;Non;1;Non;97116;Morne-à-l'Eau;Commune;219711165;97116;21971116500155;AMENAGEMENT COEUR DE GRIPPON;Budget annexe;M57;Autres dépenses de fonctionnement;0.0;0.0;16089;0.0;1;3;;;;;6;;;;;;2024;16089
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;8;Non;Oui;Non;1;Non;97117;Le Moule;Commune;219711173;97117;21971117300019;LE MOULE;Budget principal;M57;Autres dépenses de fonctionnement;799003.619999997;0.7990036199999969;22949;34.81648960739017;1;1;;;;;6;;;;;;2024;22949
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;8;Non;Oui;Non;1;Non;97117;Le Moule;Commune;219711173;97117;21971117300183;REGIE SPORTS ET LOISIRS;Budget annexe;M57;Autres dépenses de fonctionnement;104598.86;0.10459886;22949;4.557883132162622;1;3;;;;;6;;;;;;2024;22949
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;8;Non;Non;Non;2;Non;97118;Petit-Bourg;Commune;219711181;97118;21971118100012;PETIT BOURG;Budget principal;M57;Autres dépenses de fonctionnement;465529.000000007;0.46552900000000697;24560;18.954763843648493;1;1;;;;;6;;;;;;2024;24560
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;6;Non;Non;Non;0;Non;97119;Petit-Canal;Commune;219711199;97119;21971119900014;PETIT CANAL;Budget principal;M57;Autres dépenses de fonctionnement;179817.62;0.17981761999999998;8325;21.599714114114114;1;1;;;;;6;;;;;;2024;8325
2024;Oui;01;Guadeloupe;971;Guadeloupe;200018653;Communauté d'agglomération Cap Excellence;7;Non;Non;Non;0;Non;97120;Pointe-à-Pitre;Commune;219711207;97120;21971120700015;POINTE A PITRE;Budget principal;M57;Autres dépenses de fonctionnement;1466404.02999999;1.46640402999999;14576;100.60400864434618;1;1;;;;;6;;;;;;2024;14576
2024;Oui;01;Guadeloupe;971;Guadeloupe;200018653;Communauté d'agglomération Cap Excellence;7;Non;Non;Non;0;Non;97120;Pointe-à-Pitre;Commune;219711207;97120;21971120700320;MAISON DE QUARTIER DE BERGEVIN;Budget annexe;M57;Autres dépenses de fonctionnement;0.0;0.0;14576;0.0;1;3;;;;;6;;;;;;2024;14576
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;6;Non;Oui;Non;0;Non;97121;Pointe-Noire;Commune;219711215;97121;21971121500018;POINTE NOIRE;Budget principal;M57;Autres dépenses de fonctionnement;203408.540000001;0.203408540000001;6012;33.83375582169012;1;1;;;;;6;;;;;;2024;6012
2024;Oui;01;Guadeloupe;971;Guadeloupe;200044691;Communauté d'agglomération du Nord Grande Terre;6;Non;Non;Non;0;Non;97122;Port-Louis;Commune;219711223;97122;21971122300012;PORT LOUIS;Budget principal;M57;Autres dépenses de fonctionnement;186695.77;0.18669576999999998;5655;33.01428293545535;1;1;;;;;6;;;;;;2024;5655
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;7;Non;Oui;Non;2;Non;97124;Saint-Claude;Commune;219711249;97124;21971124900017;SAINT CLAUDE;Budget principal;M57;Autres dépenses de fonctionnement;540509.939999999;0.540509939999999;10900;49.58806788990817;1;1;;;;;6;;;;;;2024;10900
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;7;Non;Non;Oui;2;Non;97125;Saint-François;Commune;219711256;97125;21971125600012;SAINT FRANCOIS;Budget principal;M57;Autres dépenses de fonctionnement;3112994.12;3.11299412;13150;236.72959087452472;1;1;;;;;6;;;;;;2024;13150
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;7;Non;Non;Oui;2;Non;97125;Saint-François;Commune;219711256;97125;21971125600111;REGIE DU GOLF DE SAINT FRANCOIS;Budget annexe;M4;Autres dépenses de fonctionnement;6066.23999999999;0.00606623999999999;13150;0.4613110266159688;1;3;;;;;6;;;;;;2024;13150
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;7;Non;Non;Oui;2;Non;97125;Saint-François;Commune;219711256;97125;21971125600129;REGIE DU PORT DE PLAISANCE ST FRANCOIS;Budget annexe;M4;Autres dépenses de fonctionnement;1162.03999999998;0.0011620399999999799;13150;0.08836806083650038;1;3;;;;;6;;;;;;2024;13150
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;7;Non;Non;Oui;2;Non;97125;Saint-François;Commune;219711256;97125;21971125600137;AERODROME SAINT FRANCOIS;Budget annexe;M4;Autres dépenses de fonctionnement;0.0;0.0;13150;0.0;1;3;;;;;6;;;;;;2024;13150
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710047;Communauté de communes de Marie-Galante;4;Oui;Non;Non;0;Non;97126;Saint-Louis;Commune;219711264;97126;21971126400016;SAINT LOUIS;Budget principal;M57A;Autres dépenses de fonctionnement;210311.42;0.21031142000000003;2561;82.12081999219056;1;1;;;;;6;;;;;;2024;2561
2024;Oui;01;Guadeloupe;971;Guadeloupe;200041507;Communauté d'agglomération La Riviera du Levant;8;Non;Oui;Non;1;Non;97128;Sainte-Anne;Commune;219711280;97128;21971128000012;SAINTE ANNE;Budget principal;M57;Autres dépenses de fonctionnement;408919.759999998;0.40891975999999797;24518;16.678348968104984;1;1;;;;;6;;;;;;2024;24518
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;7;Non;Non;Non;1;Non;97129;Sainte-Rose;Commune;219711298;97129;21971129800014;SAINTE ROSE;Budget principal;M57;Autres dépenses de fonctionnement;2252644.75;2.25264475;17878;126.00093690569415;1;1;;;;;6;;;;;;2024;17878
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;7;Non;Non;Non;1;Non;97129;Sainte-Rose;Commune;219711298;97129;21971129800170;EAU SAINTE ROSE;Budget annexe;M49;Autres dépenses de fonctionnement;0.0;0.0;17878;0.0;1;3;;;;;6;;;;;;2024;17878
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710062;Communauté d'agglomération du Nord Basse-Terre;7;Non;Non;Non;1;Non;97129;Sainte-Rose;Commune;219711298;97129;21971129800188;LOT COMMUNAUX SAINTE ROSE;Budget annexe;M57;Autres dépenses de fonctionnement;48221.25;0.04822125;17878;2.697239624119029;1;3;;;;;6;;;;;;2024;17878
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;3;Oui;Non;Non;0;Non;97130;Terre-de-Bas;Commune;219711306;97130;21971130600015;TERRE DE BAS;Budget principal;M57A;Autres dépenses de fonctionnement;95139.3700000001;0.0951393700000001;937;101.53614727854867;1;1;;;;;6;;;;;;2024;937
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;3;Oui;Non;Non;1;Non;97131;Terre-de-Haut;Commune;219711314;97131;21971131400019;TERRE DE HAUT;Budget principal;M57A;Autres dépenses de fonctionnement;114132.89;0.11413289;1544;73.92026554404146;1;1;;;;;6;;;;;;2024;1544
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;3;Oui;Non;Non;1;Non;97131;Terre-de-Haut;Commune;219711314;97131;21971131400068;GESTION DU BATEAU BEATRIX;Budget annexe;M43;Autres dépenses de fonctionnement;0.0;0.0;1544;0.0;1;3;;;;;6;;;;;;2024;1544
2024;Oui;01;Guadeloupe;971;Guadeloupe;249710070;Communauté d'agglomération Grand Sud Caraïbe;6;Non;Oui;Non;1;Non;97132;Trois-Rivières;Commune;219711322;97132;21971132200012;TROIS RIVIERES;Budget principal;M57;Autres dépenses de fonctionnement;178602.959999999;0.178602959999999;7763;23.006950921035553;1;1;;;;;6;;;;;;2024;7763
